,sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read,clade
151,SAMD00499401,DRR387905,2019-07-07,2019-07-06,2019-07-07,Japan:Toyama,JBBGAAF-19-0016,sputum,ILLUMINA,HiSeq X Five,WGS,2019,07,07,,,False,Clade C1
152,SAMD00499651,DRR388155,2019-09-10,2019-09-09,2019-09-10,Japan:Shizuoka,JBCCAAB-19-0045,venous blood,ILLUMINA,HiSeq X Five,WGS,2019,09,10,,,False,Clade A
153,SAMD00499750,DRR388254,2019-08-27,2019-08-26,2019-08-27,Japan:Aichi,JBCDAAB-19-0065,venous blood,ILLUMINA,HiSeq X Five,WGS,2019,08,27,,,False,Clade C1
154,SAMD00499760,DRR388264,2020-04-25,2020-04-24,2020-04-25,Japan:Aichi,JBCDAAB-19-0213,urine,ILLUMINA,HiSeq X Five,WGS,2020,04,25,,,False,Clade A
155,SAMD00502229,DRR390733,2019-09-13,2019-09-12,2019-09-13,Japan:Fukuoka,JBEAAFA-19-0164,pus,ILLUMINA,HiSeq X Five,WGS,2019,09,13,,,False,Clade C1
156,SAMD00499811,DRR388315,2019-06-08,2019-06-07,2019-06-08,Japan:Aichi,JBCDABA-19-0025,venous blood,ILLUMINA,HiSeq X Five,WGS,2019,06,08,,,False,Clade C1
157,SAMD00499749,DRR393729,2019-08-27,2019-08-26,2019-08-27,Japan:Aichi,JBCDAAB-19-0064,venous blood,OXFORD_NANOPORE,GridION,WGS,2019,08,27,,,True,Clade C1
158,SAMD00500225,DRR388729,2019-10-25,2019-10-24,2019-10-25,Japan:Kyoto,JBCGABB-19-0005,urine,ILLUMINA,HiSeq X Five,WGS,2019,10,25,,,False,Clade C1
159,SAMD00500249,DRR388753,2020-02-13,2020-02-13,2020-02-13,Japan:Kyoto,JBCGACB-19-0200,sputum,ILLUMINA,HiSeq X Five,WGS,2020,02,13,,,False,Clade C1
160,SAMD00500264,DRR388768,2020-06-10,2020-06-09,2020-06-10,Japan:Kyoto,JBCGACB-19-0296,urine,ILLUMINA,HiSeq X Five,WGS,2020,06,10,,,False,Clade C1
161,SAMD00500288,DRR388792,2019-04-01,2019-03-31,2019-04-01,Japan:Kyoto,JBCGADG-19-0001,urine,ILLUMINA,HiSeq X Five,WGS,2019,04,01,,,False,Clade C1
162,SAMD00519111,DRR397949,2021-07-07,2021-07-06,2021-07-07,Japan:Gifu,WLCTX8,feces,ILLUMINA,Illumina iSeq 100,WGS,2021,07,07,,,False,Clade C1
163,SAMD00500684,DRR389188,2019-09-09,2019-09-08,2019-09-09,Japan:Hyogo,JBCIAAH-19-0250,urine,ILLUMINA,HiSeq X Five,WGS,2019,09,09,,,False,Clade A
164,SAMD00501081,DRR389585,2019-04-11,2019-04-10,2019-04-11,Japan:Tottori,JBDBAAB-19-0004,urine,ILLUMINA,HiSeq X Five,WGS,2019,04,11,,,False,Clade C1
165,SAMD00501085,DRR389589,2019-07-16,2019-07-15,2019-07-16,Japan:Tottori,JBDBAAB-19-0037,urine,ILLUMINA,HiSeq X Five,WGS,2019,07,16,,,False,Clade C1
166,SAMD00501138,DRR389642,2019-07-02,2019-07-01,2019-07-02,Japan:Shimane,JBDCAAE-19-0057,urine,ILLUMINA,HiSeq X Five,WGS,2019,07,02,,,False,Clade C1
167,SAMD00501143,DRR389647,2019-08-02,2019-08-01,2019-08-02,Japan:Shimane,JBDCAAE-19-0094,urine,ILLUMINA,HiSeq X Five,WGS,2019,08,02,,,False,Clade C1
168,SAMD00501160,DRR389664,2019-08-16,2019-08-15,2019-08-16,Japan:Okayama,JBDDAAF-19-0120,others,ILLUMINA,HiSeq X Five,WGS,2019,08,16,,,False,Clade C1
169,SAMD00501209,DRR389713,2019-05-26,2019-05-25,2019-05-26,Japan:Okayama,JBDDAAF-19-0001,venous blood,ILLUMINA,HiSeq X Five,WGS,2019,05,26,,,False,Clade C1
170,SAMD00501469,DRR389973,2019-11-01,2019-11-01,2019-11-01,Japan:Hiroshima,JBDEABH-19-0106,bile,ILLUMINA,HiSeq X Five,WGS,2019,11,01,,,False,Clade C1
171,SAMD00501470,DRR389974,2019-11-20,2019-11-20,2019-11-20,Japan:Hiroshima,JBDEABH-19-0113,urine from catheter,ILLUMINA,HiSeq X Five,WGS,2019,11,20,,,False,Clade C1
172,SAMD00501482,DRR389986,2019-05-08,2019-05-07,2019-05-08,Japan:Hiroshima,JBDEABG-19-0023,urine,ILLUMINA,HiSeq X Five,WGS,2019,05,08,,,False,Clade C1
173,SAMD00501658,DRR390162,2019-07-26,2019-07-25,2019-07-26,Japan:Tokushima,JBDGAAD-19-0020,urine,ILLUMINA,HiSeq X Five,WGS,2019,07,26,,,False,Clade A
174,SAMD00501866,DRR390370,2019-12-23,2019-12-23,2019-12-23,Japan:Kochi,JBDJAAE-19-0139,urine from catheter,ILLUMINA,HiSeq X Five,WGS,2019,12,23,,,False,Clade C1
175,SAMD00501879,DRR390383,2020-04-07,2020-04-06,2020-04-07,Japan:Kochi,JBDJAAE-19-0201,urine from catheter,ILLUMINA,HiSeq X Five,WGS,2020,04,07,,,False,Clade C1
176,SAMD00502319,DRR390823,2019-09-17,2019-09-16,2019-09-17,Japan:Kumamoto,JBEDACG-19-0002,stool,ILLUMINA,HiSeq X Five,WGS,2019,09,17,,,False,Clade C1
177,SAMD00509847,DRR391247,2021-12-07,2021-12-07,2021-12-07,Japan:Gifu,wlxctx-4,feces,ILLUMINA,Illumina iSeq 100,WGS,2021,12,07,,,False,Clade C1
178,SAMN23844342,SRR17192230,2018-05-14,2018-05-13,2018-05-14,Madagascar: Antananarivo,,,ILLUMINA,NextSeq 500,WGS,2018,05,14,,,False,Clade C1
179,SAMN24019347,SRR17301926,2014-07-21,2014-07-20,2014-07-21,United Kingdom,44642,,ILLUMINA,Illumina HiSeq 2500,WGS,2014,07,21,,,False,Clade C1
180,SAMN24019426,SRR17301998,2016-05-19,2016-05-18,2016-05-19,United Kingdom,266711,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,19,,,False,Clade A
181,SAMN24019687,SRR17302188,2015-04-01,2015-03-31,2015-04-01,United Kingdom,105294,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,04,01,,,False,Clade A
182,SAMN24019641,SRR17302464,2015-12-09,2015-12-09,2015-12-09,United Kingdom,211459,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,12,09,,,False,Clade C1
183,SAMN24019466,SRR17302562,2015-11-02,2015-11-02,2015-11-02,United Kingdom,199874,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,02,,,False,Clade B
184,SAMN24019677,SRR17302631,2016-05-25,2016-05-24,2016-05-25,United Kingdom,268534,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,25,,,False,Clade C1
185,SAMN24018777,SRR17302844,2016-05-31,2016-05-30,2016-05-31,United Kingdom,278526,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,31,,,False,Clade C1
186,SAMN24020322,SRR17303845,2015-11-02,2015-11-02,2015-11-02,United Kingdom,190735,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,11,02,,,False,Clade B
187,SAMN24021018,SRR17303876,2016-04-30,2016-04-29,2016-04-30,United Kingdom,266893,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,04,30,,,False,Unassigned
188,SAMN24021185,SRR17303994,2016-03-15,2016-03-15,2016-03-15,United Kingdom,243788,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,03,15,,,False,Clade C1
189,SAMN24020706,SRR17304334,2016-05-25,2016-05-24,2016-05-25,United Kingdom,268532,,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,25,,,False,Clade C1
190,SAMN24467889,SRR17349247,2019-11,2019-11-01,2019-11-30,Chile,UAB-CV-428,Lettuce,ILLUMINA,NextSeq 500,WGS,2019,11,,,,False,Clade C1
191,SAMN26208689,SRR18151233,2020-06-16,2020-06-15,2020-06-16,Lebanon: Beirut,missing,blood,ILLUMINA,Illumina MiSeq,WGS,2020,06,16,,,False,Clade C1
192,SAMN26510928,SRR18261010,2021-07-21,2021-07-20,2021-07-21,USA:MS,ECOL-21-VL-NY-MS-0027,Urine (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2021,07,21,MS,4.0,False,Clade C1
193,SAMN26650773,SRR18321049,2021-10-10,2021-10-09,2021-10-10,India,UPEC,urine,ILLUMINA,HiSeq X Ten,WGS,2021,10,10,,,False,Clade C1
194,SAMEA111503471,ERR10430863,2020-08-04,2020-08-03,2020-08-04,Australia,,urine,ILLUMINA,NextSeq 500,WGS,2020,08,04,,,False,Clade A
195,SAMEA111505331,ERR10431489,2020-08-20,2020-08-19,2020-08-20,Pakistan,,unspecified diagnostic sample,ILLUMINA,NextSeq 500,WGS,2020,08,20,,,False,Clade C1
196,SAMN27150438,SRR18593139,2017-10-16,2017-10-15,2017-10-16,Peru: Lima,,stool,ILLUMINA,NextSeq 550,WGS,2017,10,16,,,False,Clade C1
197,SAMN27150448,SRR18593178,2018-02-06,2018-02-06,2018-02-06,Peru: Lima,,stool,ILLUMINA,NextSeq 550,WGS,2018,02,06,,,False,Clade A
198,SAMEA111505568,ERR10431727,2020-11-17,2020-11-17,2020-11-17,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,17,,,False,Clade C1
199,SAMEA111505573,ERR10431734,2020-11-17,2020-11-17,2020-11-17,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,17,,,False,Clade C1
200,SAMEA111505596,ERR10431757,2020-11-18,2020-11-18,2020-11-18,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,18,,,False,Clade C1
201,SAMEA111505608,ERR10431770,2020-11-19,2020-11-19,2020-11-19,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,19,,,False,Clade C1
202,SAMEA111505650,ERR10431810,2020-11-24,2020-11-24,2020-11-24,Paraguay,,sputum,ILLUMINA,NextSeq 500,WGS,2020,11,24,,,False,Clade C1
203,SAMEA111505674,ERR10431845,2020-11-28,2020-11-28,2020-11-28,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,28,,,False,Clade C1
204,SAMEA111505990,ERR10432408,2020-03-02,2020-03-02,2020-03-02,Spain,,blood,ILLUMINA,NextSeq 500,WGS,2020,03,02,,,False,Clade C1
205,SAMEA111505995,ERR10432418,2020-03-02,2020-03-02,2020-03-02,Spain,,urine,ILLUMINA,NextSeq 500,WGS,2020,03,02,,,False,Clade C1
206,SAMEA111506000,ERR10432433,2020-03-04,2020-03-04,2020-03-04,Spain,,urine,ILLUMINA,NextSeq 500,WGS,2020,03,04,,,False,Clade C1
207,SAMEA111506060,ERR10432480,2020-08-14,2020-08-13,2020-08-14,Switzerland,,urine,ILLUMINA,NextSeq 500,WGS,2020,08,14,,,False,Clade C1
208,SAMEA111506202,ERR10432629,2020-03-06,2020-03-06,2020-03-06,Thailand,,urine,ILLUMINA,NextSeq 500,WGS,2020,03,06,,,False,Clade C1
209,SAMEA111506201,ERR10432634,2020-03-06,2020-03-06,2020-03-06,Thailand,,urine,ILLUMINA,NextSeq 500,WGS,2020,03,06,,,False,Clade A
210,SAMEA111506215,ERR10432638,2020-11-25,2020-11-25,2020-11-25,Thailand,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,25,,,False,Clade C1
211,SAMEA111506358,ERR10432806,2020-12-04,2020-12-04,2020-12-04,Zambia,,urine,ILLUMINA,NextSeq 500,WGS,2020,12,04,,,False,Clade C1
212,SAMEA111503411,ERR10430298,2020-03-03,2020-03-03,2020-03-03,Algeria,,unspecified diagnostic sample,ILLUMINA,NextSeq 500,WGS,2020,03,03,,,False,Clade C1
213,SAMEA111503485,ERR10430869,2020-08-08,2020-08-07,2020-08-08,Australia,,urine,ILLUMINA,NextSeq 500,WGS,2020,08,08,,,False,Clade C1
214,SAMEA111505329,ERR10431487,2020-08-17,2020-08-16,2020-08-17,Pakistan,,unspecified diagnostic sample,ILLUMINA,NextSeq 500,WGS,2020,08,17,,,False,Clade C1
215,SAMEA111505326,ERR10431499,2020-08-16,2020-08-15,2020-08-16,Pakistan,,unspecified diagnostic sample,ILLUMINA,NextSeq 500,WGS,2020,08,16,,,False,Clade A
216,SAMEA111505342,ERR10431506,2020-08-25,2020-08-24,2020-08-25,Pakistan,,unspecified diagnostic sample,ILLUMINA,NextSeq 500,WGS,2020,08,25,,,False,Clade C1
217,SAMEA111505418,ERR10431602,2020-10-25,2020-10-24,2020-10-25,West Bank,,urine,ILLUMINA,NextSeq 500,WGS,2020,10,25,,,False,Clade C1
218,SAMEA111505546,ERR10431713,2020-11-06,2020-11-06,2020-11-06,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,06,,,False,Clade C1
219,SAMEA111505580,ERR10431745,2020-11-17,2020-11-17,2020-11-17,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,17,,,False,Clade C1
220,SAMEA111505594,ERR10431758,2020-11-18,2020-11-18,2020-11-18,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,18,,,False,Clade C1
221,SAMEA111505609,ERR10431774,2020-11-19,2020-11-19,2020-11-19,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,19,,,False,Clade C1
222,SAMEA111505613,ERR10431780,2020-11-20,2020-11-20,2020-11-20,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,20,,,False,Clade C1
223,SAMEA111505630,ERR10431791,2020-11-23,2020-11-23,2020-11-23,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,23,,,False,Clade C1
224,SAMEA111505633,ERR10431792,2020-11-23,2020-11-23,2020-11-23,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,23,,,False,Clade C0
225,SAMEA111505646,ERR10431808,2020-11-24,2020-11-24,2020-11-24,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,24,,,False,Clade C1
226,SAMEA111505667,ERR10431828,2020-11-27,2020-11-27,2020-11-27,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,27,,,False,Clade C1
227,SAMEA111505675,ERR10431836,2020-11-28,2020-11-28,2020-11-28,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,28,,,False,Clade C1
228,SAMEA111505629,ERR10431842,2020-11-23,2020-11-23,2020-11-23,Paraguay,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,23,,,False,Clade C1
229,SAMEA111505987,ERR10432403,2020-02-29,2020-02-29,2020-02-29,Spain,,urine,ILLUMINA,NextSeq 500,WGS,2020,02,29,,,False,Clade C1
230,SAMEA111505991,ERR10432406,2020-03-02,2020-03-02,2020-03-02,Spain,,blood,ILLUMINA,NextSeq 500,WGS,2020,03,02,,,False,Clade C1
231,SAMEA111505994,ERR10432416,2020-03-02,2020-03-02,2020-03-02,Spain,,blood,ILLUMINA,NextSeq 500,WGS,2020,03,02,,,False,Clade C1
232,SAMEA111506048,ERR10432466,2020-08-04,2020-08-03,2020-08-04,Switzerland,,urine,ILLUMINA,NextSeq 500,WGS,2020,08,04,,,False,Clade C1
233,SAMN27404404,SRR18678976,2018-06-19,2018-06-18,2018-06-19,USA: St. Louis,GD02978_ECOL_HY_96,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,06,19,MO,7.0,False,Clade C1
234,SAMN27404321,SRR18678979,2017-09-18,2017-09-17,2017-09-18,USA: St. Louis,GD02895_ECOL_HY_10,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2017,09,18,MO,7.0,False,Clade C1
235,SAMN27404401,SRR18678980,2017-04-24,2017-04-23,2017-04-24,USA: St. Louis,GD02975_ECOL_HY_92,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2017,04,24,MO,7.0,False,Clade C1
236,SAMN27404386,SRR18678996,2016-06-13,2016-06-12,2016-06-13,USA: St. Louis,GD02960_ECOL_HY_77,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2016,06,13,MO,7.0,False,Clade C1
237,SAMN27404383,SRR18678999,2018-08-16,2018-08-15,2018-08-16,USA: St. Louis,GD02957_ECOL_HY_74,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,08,16,MO,7.0,False,Clade A
238,SAMN27404381,SRR18679002,2019-09-11,2019-09-10,2019-09-11,USA: St. Louis,GD02955_ECOL_HY_72,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,09,11,MO,7.0,False,Clade C1
239,SAMN27404380,SRR18679003,2018-07-06,2018-07-05,2018-07-06,USA: St. Louis,GD02954_ECOL_HY_71,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,07,06,MO,7.0,False,Clade C1
240,SAMN27404376,SRR18679007,2019-10-12,2019-10-11,2019-10-12,USA: St. Louis,GD02950_ECOL_HY_67,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,10,12,MO,7.0,False,Clade C1
241,SAMN27404372,SRR18679011,2019-09-02,2019-09-01,2019-09-02,USA: St. Louis,GD02946_ECOL_HY_63,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,09,02,MO,7.0,False,Clade C1
242,SAMN27404318,SRR18679012,2019-09-21,2019-09-20,2019-09-21,USA: St. Louis,GD02892_ECOL_HY_7,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,09,21,MO,7.0,False,Clade C1
243,SAMN27404370,SRR18679014,2018-10-28,2018-10-27,2018-10-28,USA: St. Louis,GD02944_ECOL_HY_61,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,10,28,MO,7.0,False,Unassigned
244,SAMN27404367,SRR18679017,2018-10-05,2018-10-04,2018-10-05,USA: St. Louis,GD02941_ECOL_HY_58,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,10,05,MO,7.0,False,Clade C1
245,SAMN27404364,SRR18679020,2019-08-15,2019-08-14,2019-08-15,USA: St. Louis,GD02938_ECOL_HY_55,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,08,15,MO,7.0,False,Clade C1
246,SAMN27404460,SRR18679034,2019-11-28,2019-11-28,2019-11-28,USA: St. Louis,GD03034_ECOL_HY_152,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,11,28,MO,7.0,False,Clade C1
247,SAMN27404459,SRR18679035,2019-06-01,2019-05-31,2019-06-01,USA: St. Louis,GD03033_ECOL_HY_151,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,06,01,MO,7.0,False,Clade C1
248,SAMN27404457,SRR18679037,2018-03-27,2018-03-26,2018-03-27,USA: St. Louis,GD03031_ECOL_HY_149,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,27,MO,7.0,False,Clade C1
249,SAMN27404456,SRR18679038,2017-02-21,2017-02-21,2017-02-21,USA: St. Louis,GD03030_ECOL_HY_148,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2017,02,21,MO,7.0,False,Unassigned
250,SAMN27404326,SRR18679043,2016-10-02,2016-10-01,2016-10-02,USA: St. Louis,GD02900_ECOL_HY_15,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2016,10,02,MO,7.0,False,Clade C1
251,SAMN27404449,SRR18679046,2019-04-05,2019-04-04,2019-04-05,USA: St. Louis,GD03023_ECOL_HY_141,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,04,05,MO,7.0,False,Clade C1
252,SAMN27404441,SRR18679055,2016-10-11,2016-10-10,2016-10-11,USA: St. Louis,GD03015_ECOL_HY_133,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2016,10,11,MO,7.0,False,Clade C1
253,SAMN27404411,SRR18679058,2018-06-13,2018-06-12,2018-06-13,USA: St. Louis,GD02985_ECOL_HY_103,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,06,13,MO,7.0,False,Clade B
254,SAMN27404408,SRR18679062,2018-12-01,2018-12-01,2018-12-01,USA: St. Louis,GD02982_ECOL_HY_100,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,12,01,MO,7.0,False,Unassigned
255,SAMN27404436,SRR18679066,2019-06-09,2019-06-08,2019-06-09,USA: St. Louis,GD03010_ECOL_HY_128,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,06,09,MO,7.0,False,Clade C1
256,SAMEA111506289,ERR10432730,2020-11-22,2020-11-22,2020-11-22,Turkey,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,22,,,False,Clade C1
257,SAMN27404417,SRR18679087,2019-08-25,2019-08-24,2019-08-25,USA: St. Louis,GD02991_ECOL_HY_109,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,08,25,MO,7.0,False,Clade C1
258,SAMN27404415,SRR18679089,2017-07-25,2017-07-24,2017-07-25,USA: St. Louis,GD02989_ECOL_HY_107,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2017,07,25,MO,7.0,False,Clade C1
259,SAMN27404350,SRR18679098,2018-10-20,2018-10-19,2018-10-20,USA: St. Louis,GD02924_ECOL_HY_40,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,10,20,MO,7.0,False,Clade C1
260,SAMEA111506295,ERR10432744,2020-11-26,2020-11-26,2020-11-26,Turkey,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,26,,,False,Clade C1
261,SAMN27404347,SRR18679101,2018-04-16,2018-04-15,2018-04-16,USA: St. Louis,GD02921_ECOL_HY_36,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,04,16,MO,7.0,False,Clade C1
262,SAMN27404346,SRR18679102,2018-04-16,2018-04-15,2018-04-16,USA: St. Louis,GD02920_ECOL_HY_35,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,04,16,MO,7.0,False,Clade C1
263,SAMN27404345,SRR18679103,2017-04-17,2017-04-16,2017-04-17,USA: St. Louis,GD02919_ECOL_HY_34,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2017,04,17,MO,7.0,False,Clade C1
264,SAMN27404336,SRR18679113,2017-05-05,2017-05-04,2017-05-05,USA: St. Louis,GD02910_ECOL_HY_25,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2017,05,05,MO,7.0,False,Clade C1
265,SAMN27404333,SRR18679116,2019-12-09,2019-12-09,2019-12-09,USA: St. Louis,GD02907_ECOL_HY_22,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,12,09,MO,7.0,False,Clade C1
266,SAMN27404312,SRR18679123,2019-03-27,2019-03-27,2019-03-27,USA: St. Louis,GD02886_ECOL_HY_1,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,03,27,MO,7.0,False,Clade C1
267,SAMN27404409,SRR18681604,2019-12-23,2019-12-23,2019-12-23,USA: St. Louis,GD02983_ECOL_HY_101,urine,OXFORD_NANOPORE,MinION,WGS,2019,12,23,MO,7.0,True,Unassigned
268,SAMN27404400,SRR18681614,2019-01-13,2019-01-13,2019-01-13,USA: St. Louis,GD02974_ECOL_HY_91,blood,OXFORD_NANOPORE,MinION,WGS,2019,01,13,MO,7.0,True,Clade C1
269,SAMN27404448,SRR18681644,2016-07-21,2016-07-20,2016-07-21,USA: St. Louis,GD03022_ECOL_HY_140,urine,OXFORD_NANOPORE,MinION,WGS,2016,07,21,MO,7.0,True,Clade C1
270,SAMN27404442,SRR18681650,2017-01-01,2017-01-01,2017-01-01,USA: St. Louis,GD03016_ECOL_HY_134,urine,OXFORD_NANOPORE,MinION,WGS,2017,01,01,MO,7.0,True,Clade C1
271,SAMN27404439,SRR18681654,2019-02-07,2019-02-07,2019-02-07,USA: St. Louis,GD03013_ECOL_HY_131,urine,OXFORD_NANOPORE,MinION,WGS,2019,02,07,MO,7.0,True,Unassigned
272,SAMN27404391,SRR18681656,2019-09-02,2019-09-01,2019-09-02,USA: St. Louis,GD02965_ECOL_HY_82,blood,OXFORD_NANOPORE,MinION,WGS,2019,09,02,MO,7.0,True,Clade C1
273,SAMN27404389,SRR18681658,2019-05-10,2019-05-09,2019-05-10,USA: St. Louis,GD02963_ECOL_HY_80,blood,OXFORD_NANOPORE,MinION,WGS,2019,05,10,MO,7.0,True,Clade C1
274,SAMN27404319,SRR18681666,2019-12-26,2019-12-26,2019-12-26,USA: St. Louis,GD02893_ECOL_HY_8,urine,OXFORD_NANOPORE,MinION,WGS,2019,12,26,MO,7.0,True,Clade C1
275,SAMN27404379,SRR18681669,2018-07-06,2018-07-05,2018-07-06,USA: St. Louis,GD02953_ECOL_HY_70,blood,OXFORD_NANOPORE,MinION,WGS,2018,07,06,MO,7.0,True,Clade C1
276,SAMN27404369,SRR18681680,2019-02-15,2019-02-15,2019-02-15,USA: St. Louis,GD02943_ECOL_HY_60,urine,OXFORD_NANOPORE,MinION,WGS,2019,02,15,MO,7.0,True,Clade C1
277,SAMN27404352,SRR18681698,2017-06-05,2017-06-04,2017-06-05,USA: St. Louis,GD02926_ECOL_HY_42,urine,OXFORD_NANOPORE,MinION,WGS,2017,06,05,MO,7.0,True,Clade C1
278,SAMN27404344,SRR18681707,2018-11-24,2018-11-24,2018-11-24,USA: St. Louis,GD02918_ECOL_HY_33,urine,OXFORD_NANOPORE,MinION,WGS,2018,11,24,MO,7.0,True,Clade C1
279,SAMN27404315,SRR18681710,2019-05-02,2019-05-01,2019-05-02,USA: St. Louis,GD02889_ECOL_HY_4,urine,OXFORD_NANOPORE,MinION,WGS,2019,05,02,MO,7.0,True,Clade C1
280,SAMN27404432,SRR18681725,2018-03-31,2018-03-30,2018-03-31,USA: St. Louis,GD03006_ECOL_HY_124,blood,OXFORD_NANOPORE,MinION,WGS,2018,03,31,MO,7.0,True,Clade C1
281,SAMN27404427,SRR18681731,2019-03-10,2019-03-10,2019-03-10,USA: St. Louis,GD03001_ECOL_HY_119,urine,OXFORD_NANOPORE,MinION,WGS,2019,03,10,MO,7.0,True,Clade C1
282,SAMEA111504399,ERR10437544,2020-04-29,2020-04-28,2020-04-29,France,,swab (cavity),ILLUMINA,NextSeq 500,WGS,2020,04,29,,,False,Clade B
283,SAMEA111504509,ERR10437752,2020-04-07,2020-04-06,2020-04-07,Germany,,urine,ILLUMINA,NextSeq 500,WGS,2020,04,07,,,False,Clade A
284,SAMEA111504811,ERR10438595,2020-03-01,2020-03-01,2020-03-01,Italy,,blood,ILLUMINA,NextSeq 500,WGS,2020,03,01,,,False,Clade C1
285,SAMEA111504885,ERR10438670,2020-03-11,2020-03-11,2020-03-11,Lithuania,,blood,ILLUMINA,NextSeq 500,WGS,2020,03,11,,,False,Clade C1
286,SAMEA111504937,ERR10438720,2020-03-18,2020-03-18,2020-03-18,Mozambique,,urine,ILLUMINA,NextSeq 500,WGS,2020,03,18,,,False,Clade C1
287,SAMEA111504972,ERR10438753,2020-11-09,2020-11-09,2020-11-09,New Zealand,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,09,,,False,Clade A
288,SAMN27482941,SRR18689091,2021-03-03,2021-03-03,2021-03-03,Canada:Manitoba,ECOL-21-VL-ON-MB-0011,Urine (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2021,03,03,,,False,Clade B
289,SAMEA111505089,ERR10438877,2020-11-03,2020-11-03,2020-11-03,Nigeria,,,ILLUMINA,NextSeq 500,WGS,2020,11,03,,,False,Clade A
290,SAMEA111505100,ERR10438893,2020-11-08,2020-11-08,2020-11-08,Nigeria,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,08,,,False,Clade C1
291,SAMEA111505105,ERR10438900,2020-11-11,2020-11-11,2020-11-11,Nigeria,,urine,ILLUMINA,NextSeq 500,WGS,2020,11,11,,,False,Clade C1
